0.565705 0.557254
0.314653 0.540955
0.736651 0.271652
0.456199 0.50295
0.66865 0.602419
0.27184 0.460644
0.578306 0.617352
0.735669 0.394766
0.191598 0.442505
0.407693 0.307793
0.654256 0.241304
0.00662687 0.45471
0.436394 0.437105
0.891068 0.074411
0.546043 0.525343
0.084096 0.724384
0.103908 0.0953495
0.305119 0.16404
0.739605 0.0159924
0.39239 0.180457
0.39875 0.851944
0.672977 0.0176828
0.146307 0.191502
0.358496 0.504236
0.903869 0.172595
0.170778 0.0586782
0.663666 0.107438
0.336534 0.482395
0.506608 0.267114
0.480885 0.20218
0.353906 0.380241
0.462663 0.348493
0.389177 0.505795
0.781474 0.108809
0.674161 0.445986
0.505288 0.0429516
0.683038 0.496296
0.569612 0.311664
0.325913 0.549592
0.77028 0.386431
0.523251 0.598079
0.222119 0.415915
0.787811 0.0232701
0.779192 0.319867
0.607627 0.168906
0.934539 0.168811
0.833646 0.0867498
0.85519 0.471974
0.884346 0.251408
0.220384 0.237844
0.226109 0.260793
0.704123 0.673347
0.13208 0.284036
0.234059 0.12136
0.740358 0.344577
0.11193 0.574943
0.196842 0.948187
0.0496709 0.68274
0.170026 0.0904571
0.435708 0.676877
0.0868366 0.525779
0.545792 0.326104
0.461419 0.454264
0.815264 0.189942
0.449154 0.79402
0.560782 0.285787
0.0182674 0.683986
0.258571 0.734064
0.0686161 0.701845
0.747382 0.257637
0.236932 0.0322371
0.0865559 0.0974676
0.867835 0.320738
0.501537 0.584473
0.914686 0.366757
0.810333 0.0589927
0.432616 0.481244
0.443899 0.132428
0.108669 0.96139
0.361305 0.328368
0.376749 0.369664
0.556447 0.514532
0.84816 0.182788
0.490632 0.757329
0.842959 0.188996
0.157934 0.202234
0.592925 0.0280175
0.519354 0.772689
0.433893 0.163155
0.702822 0.514956
0.210367 0.167573
0.116326 0.555655
0.398006 0.200208
0.806315 0.0967429
0.922901 0.221559
0.699358 0.546432
0.240223 0.389022
0.882431 0.440526
0.575499 0.011616
0.669919 0.0618333
0.196758 0.0220445
0.616775 0.752645
0.791644 0.341779
0.609964 0.225333
0.10812 0.291363
0.0544418 0.995234
0.81349 0.424347
0.291295 0.344982
0.459013 0.279673
0.118673 0.486564
0.764855 0.524642
0.909827 0.158499
0.0171018 0.454541
0.14601 0.956812
0.272379 0.315426
0.380537 0.101049
0.567688 0.573102
0.328712 0.754016
0.427505 0.0779001
0.179809 0.68447
0.582262 0.386678
0.181618 0.684012
0.100985 0.697593
0.391423 0.814323
0.0474175 0.0360228
0.865709 0.023536
0.311792 0.71371
0.483374 0.247419
0.00587974 0.997191
0.951363 0.000136816
0.440568 0.0836892
0.695469 0.167524
0.859582 0.48461
0.503715 0.138228
0.506774 0.193408
0.461859 0.00251292
0.0207394 0.825472
0.951317 0.0227603
0.193559 0.479999
0.48047 0.28908
0.81957 0.431926
0.0255651 0.825289
0.829268 0.393431
0.315936 0.579001
0.893098 0.337687
0.411739 0.180226
0.890972 0.0578255
0.520741 0.365591
0.627703 0.0833531
0.376059 0.429173
0.444581 0.701623
0.590701 0.680487
0.117465 0.287614
0.424885 0.381914
0.675771 0.659195
0.815188 0.500581
0.375693 0.491285
0.0304865 0.879278
0.130112 0.765976
0.00388326 0.566479
0.813913 0.442751
0.605474 0.417539
0.133194 0.16923
0.16906 0.661061
0.904976 0.370591
0.890592 0.403076
0.739924 0.00131238
0.646598 0.687278
0.283477 0.186518
0.0151153 0.440521
0.485698 0.231516
0.694546 0.0295166
0.642899 0.193609
0.0436991 0.726656
0.383745 0.27765
0.661307 0.373789
0.12492 0.501512
0.481542 0.200652
0.471293 0.066519
0.736794 0.0759573
0.838978 0.00321746
0.242638 0.509158
0.516287 0.538384
0.512988 0.673695
0.539834 0.205418
0.762476 0.0336119
0.490709 0.0386693
0.0706543 0.875948
0.0585573 0.934115
0.112925 0.412982
0.369935 0.329552
0.412927 0.53976
0.40375 0.907322
0.650365 0.562151
0.773691 0.241843
0.329809 0.733007
0.262823 0.652216
0.304805 0.913824
0.147618 0.956582
0.301815 0.921311
0.109926 0.137429
0.48976 0.223022
0.0568257 0.995077
0.0343775 0.997018
0.309946 0.8871
0.25548 0.207565
0.251231 0.588413
0.325059 0.271113
0.840404 0.455909
0.534556 0.835183
0.333627 0.34576
0.0616875 0.994738
0.356246 0.266241
0.0957871 0.00575807
0.553112 0.300022
0.473501 0.836781
0.138866 0.348505
0.0633958 0.659215
0.0807683 0.963854
0.566327 0.664798
0.200789 0.0975647
0.394847 0.324439
0.689378 0.578087
0.101527 0.677501
0.920052 0.0688871
0.265502 0.238099
0.0835733 0.235045
0.462718 0.678196
0.241465 0.208592
0.0777883 0.263001
0.306954 0.00411292
0.36124 0.654844
0.113241 0.654301
0.358753 0.295978
0.549368 0.231732
0.108616 0.120767
0.602384 0.118951
0.0585543 0.704034
0.0510415 0.726104
0.104412 0.170345
0.0176841 0.996933
0.454348 0.446917
0.468353 0.50558
0.847917 0.441426
0.708397 0.353221
0.733918 0.450287
0.789112 0.541614
0.482477 0.401995
0.779948 0.221608
0.0373639 0.204298
0.210956 0.972522
0.05213 0.512408
0.411337 0.751353
0.0270577 0.139324
0.824507 0.273126
0.149882 0.140773
0.137433 0.378202
0.343898 0.142273
0.545176 0.327157
0.190045 0.355344
0.181108 0.467634
0.334315 0.759009
0.0382868 0.483046
0.686543 0.214349
0.70396 0.673514
0.59089 0.398683
0.0449335 0.208692
0.654544 0.701159
0.279449 0.922173
0.325105 0.874748
0.0867366 0.699652
0.0150605 0.642364
0.631702 0.393182
0.624347 0.389393
0.424807 0.897399
0.686532 0.518305
0.893241 0.317869
0.48067 0.797868
0.639554 0.409129
0.385571 0.755597
0.508669 0.657629
0.380667 0.917519
0.190003 0.0766026
0.090888 0.23223
0.412083 0.08728
0.785739 0.599197
0.182219 0.752039
0.130756 0.500084
0.278347 0.47659
0.738814 0.0488394
0.419885 0.197287
0.593559 0.158759
0.00167318 0.997249
0.503209 0.818852
0.713615 0.18827
0.369379 0.734444
0.0283783 0.879327
0.674425 0.250985
0.436765 0.22111
0.0695057 0.637917
0.746682 0.53103
0.149554 0.735087
0.069706 0.0336663
0.0877866 0.904197
